"UF";"Cargo";"Nr";"Candidato";"Partido";"Coligação";"Situação";"Votação";"% Válidos";
"";"";"9090";"VILMA FLORENÇO QUEIROZ";"PROS";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"5.337";"0,32"
"";"";"3636";"WALFRAN DE SOUZA TORRES";"PTC";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"5.247";"0,32"
"";"";"1234";"RONYERVERSON PEREIRA SIQUEIRA";"PDT";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"3.595";"0,22"
"";"";"3101";"LUIZ GONZAGA OLIVEIRA DE MORAES";"PHS";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"2.924";"0,18"
"";"";"1919";"SARAH KALILAH FERNANDES FURTADO";"PTN";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"2.883";"0,17"
"";"";"1717";"GILMAR EDUARDO COSTA DO COUTO";"PSL";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"2.792";"0,17"
"";"";"1212";"STONES DA COSTA MACHADO";"PDT";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"2.426";"0,15"
"";"";"5577";"GUARACY DE JESUS DIAS REBELO";"PSD";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"2.426";"0,15"
"";"";"2014";"KATIA CILENE DOS SANTOS SILVA";"PSC";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"2.033";"0,12"
"";"";"1313";"JOSE DOS SANTOS NASCIMENTO";"PT";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"1.673";"0,10"
"";"";"1300";"FRANCISCO NAZARENO CORREA NEVES";"PT";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"1.475";"0,09"
"";"";"4310";"MONICA GOMES DA SILVA PITANGA";"PV";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"1.443";"0,09"
"";"";"9007";"CARLOS CRISTIANO FELIX";"PROS";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"1.421";"0,09"
"";"";"1333";"MIGUEL DAVID FABIANO PERRONE";"PT";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"1.377";"0,08"
"";"";"1207";"SEBASTIÃO SOUZA QUEIROZ";"PDT";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"783";"0,05"
"";"";"1522";"ANA MARIA DOS SANTOS BRITO";"PMDB";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"768";"0,05"
"";"";"2299";"MAYSA COSTA DA SILVA";"PR";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"584";"0,04"
"";"";"7777";"ANA CRISTINA DE CARLI";"SD";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"520";"0,03"
"";"";"2727";"MARCELO SOARES DE OLIVEIRA";"PSDC";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"520";"0,03"
"";"";"7035";"CLEISIANE OLIVEIRA DA SILVA";"PT do B";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"207";"0,01"
"";"";"5151";"ERIVALDO COUTINHO AGUIAR";"PEN";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"120";"0,01"
"";"";"1321";"ALCINEIDE PEREIRA DA SILVA";"PT";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"110";"0,01"
